category,room_count,bathroom_count,size,price,city,region,price_per_m2,log_price,budget_tier,size_tier,cluster
Appartements,3,1,97.0,450.0,Ben arous,Hammam Chott,4.64,2.6542,low,medium,1
Appartements,3,1,90.0,370.0,Ben arous,Hammam Chott,4.11,2.5694,low,medium,1
"Magasins, Commerces et Locaux industriels",1,1,150.0,1000.0,Ben arous,Hammam Chott,6.67,3.0004,medium,large,2
"Magasins, Commerces et Locaux industriels",1,1,70.0,1700.0,Ben arous,Hammam Chott,24.29,3.2307,high,medium,2
Appartements,3,1,135.0,700.0,Ben arous,Hammam Lif,5.19,2.8457,low,large,1
Maisons et Villas,4,2,170.0,650.0,Ben arous,Autres villes,3.82,2.8136,low,large,2
Appartements,3,1,150.0,600.0,Ben arous,El Mourouj,4.0,2.7789,low,large,1
Appartements,3,1,110.0,700.0,Ben arous,Medina Jedida,6.36,2.8457,low,large,1
Appartements,1,1,57.0,400.0,Ben arous,El Mourouj,7.02,2.6031,low,medium,1
Appartements,1,1,77.0,600.0,Ben arous,Medina Jedida,7.79,2.7789,low,medium,1
Appartements,3,1,90.0,560.0,Ben arous,El Mourouj,6.22,2.749,low,medium,1
"Magasins, Commerces et Locaux industriels",2,1,77.0,1800.0,Ben arous,Ezzahra,23.38,3.2555,high,medium,2
"Magasins, Commerces et Locaux industriels",1,1,50.0,700.0,Ben arous,Hammam Lif,14.0,2.8457,low,small,2
Appartements,3,2,130.0,750.0,Ben arous,Hammam Chott,5.77,2.8756,medium,large,1
Bureaux et Plateaux,4,1,80.0,850.0,Ben arous,Ezzahra,10.62,2.9299,medium,medium,1
Maisons et Villas,2,1,90.0,460.0,Ben arous,El Mourouj,5.11,2.6637,low,medium,2
Appartements,3,1,100.0,550.0,Ben arous,El Mourouj,5.5,2.7412,low,medium,1
Maisons et Villas,4,1,180.0,600.0,Ben arous,Radès,3.33,2.7789,low,large,2
Appartements,2,1,100.0,600.0,Ben arous,El Mourouj,6.0,2.7789,low,medium,1
Maisons et Villas,2,1,100.0,450.0,Ben arous,El Mourouj,4.5,2.6542,low,medium,2
Appartements,3,1,150.0,650.0,Ben arous,El Mourouj,4.33,2.8136,low,large,1
Appartements,2,1,100.0,420.0,Ben arous,El Mourouj,4.2,2.6243,low,medium,1
Appartements,2,1,98.0,390.0,Ben arous,Hammam Chott,3.98,2.5922,low,medium,1
Maisons et Villas,6,2,220.0,2000.0,Ben arous,Autres villes,9.09,3.3012,high,extra_large,2
Maisons et Villas,3,1,100.0,450.0,Ben arous,El Mourouj,4.5,2.6542,low,medium,2
Appartements,2,1,50.0,300.0,Ben arous,Autres villes,6.0,2.4786,very_low,small,1
Maisons et Villas,5,2,500.0,900.0,Ben arous,El Mourouj,1.8,2.9547,medium,extra_large,2
Maisons et Villas,3,1,160.0,570.0,Ben arous,Autres villes,3.56,2.7566,low,large,2
Bureaux et Plateaux,2,1,60.0,550.0,Ben arous,Fouchana,9.17,2.7412,low,medium,1
Appartements,2,1,80.0,280.0,Ben arous,Radès,3.5,2.4487,very_low,medium,1
Maisons et Villas,1,1,70.0,300.0,Ben arous,Fouchana,4.29,2.4786,very_low,medium,2
Appartements,4,1,125.0,500.0,Ben arous,Fouchana,4.0,2.6998,low,large,1
Appartements,3,1,75.0,500.0,Ben arous,Autres villes,6.67,2.6998,low,medium,1
Appartements,4,2,150.0,550.0,Ben arous,Hammam Chott,3.67,2.7412,low,large,1
Maisons et Villas,2,1,90.0,520.0,Ben arous,Mégrine,5.78,2.7168,low,medium,2
Maisons et Villas,2,1,120.0,500.0,Ben arous,Radès,4.17,2.6998,low,large,2
"Magasins, Commerces et Locaux industriels",1,1,50.0,800.0,Ben arous,Radès,16.0,2.9036,medium,small,2
Maisons et Villas,3,1,100.0,270.0,Ben arous,Mohamedia,2.7,2.433,very_low,medium,2
Maisons et Villas,2,1,100.0,390.0,Ben arous,Fouchana,3.9,2.5922,low,medium,2
Appartements,3,1,115.0,750.0,Ben arous,Ben arous,6.52,2.8756,medium,large,1
Bureaux et Plateaux,2,1,120.0,1200.0,Ben arous,Mégrine,10.0,3.0795,medium,large,1
"Magasins, Commerces et Locaux industriels",1,1,90.0,1300.0,Ben arous,Radès,14.44,3.1143,medium,medium,2
Appartements,1,1,80.0,650.0,Ben arous,Mégrine,8.12,2.8136,low,medium,1
Appartements,3,1,140.0,680.0,Ben arous,Medina Jedida,4.86,2.8331,low,large,1
Bureaux et Plateaux,1,1,30.0,500.0,Ben arous,Autres villes,16.67,2.6998,low,small,1
Appartements,3,1,85.0,550.0,Ben arous,Boumhel,6.47,2.7412,low,medium,1
Maisons et Villas,3,2,220.0,1400.0,Ben arous,Autres villes,6.36,3.1464,medium,extra_large,2
Bureaux et Plateaux,2,1,65.0,450.0,Ben arous,Boumhel,6.92,2.6542,low,medium,1
Maisons et Villas,2,1,110.0,600.0,Ben arous,Medina Jedida,5.45,2.7789,low,large,2
Appartements,2,1,70.0,400.0,Ben arous,El Mourouj,5.71,2.6031,low,medium,1
Maisons et Villas,2,1,130.0,480.0,Ben arous,El Mourouj,3.69,2.6821,low,large,2
"Magasins, Commerces et Locaux industriels",1,1,100.0,600.0,Ben arous,Autres villes,6.0,2.7789,low,medium,2
Appartements,2,1,125.0,400.0,Ben arous,Autres villes,3.2,2.6031,low,large,1
Appartements,3,1,160.0,1000.0,Ben arous,Ezzahra,6.25,3.0004,medium,large,1
Maisons et Villas,3,1,150.0,750.0,Ben arous,Radès,5.0,2.8756,medium,large,2
Maisons et Villas,3,1,90.0,110.0,Ben arous,El Mourouj,1.22,2.0453,very_low,medium,2
Appartements,3,1,80.0,350.0,Ben arous,Autres villes,4.38,2.5453,low,medium,1
Maisons et Villas,2,1,100.0,250.0,Ben arous,Mohamedia,2.5,2.3997,very_low,medium,2
Appartements,2,1,115.0,780.0,Ben arous,Mégrine,6.78,2.8927,medium,large,1
Appartements,3,2,170.0,1100.0,Ben arous,Mégrine,6.47,3.0418,medium,large,1
Bureaux et Plateaux,3,1,100.0,1150.0,Ben arous,Mégrine,11.5,3.0611,medium,medium,1
Maisons et Villas,3,1,125.0,580.0,Ben arous,Boumhel,4.64,2.7642,low,large,2
Appartements,1,1,60.0,1000.0,Ben arous,Boumhel,16.67,3.0004,medium,medium,1
"Magasins, Commerces et Locaux industriels",1,1,70.0,1500.0,Ben arous,Mornag,21.43,3.1764,medium,medium,2
Maisons et Villas,3,1,100.0,450.0,Ben arous,El Mourouj,4.5,2.6542,low,medium,2
Maisons et Villas,3,1,120.0,900.0,Ben arous,Boumhel,7.5,2.9547,medium,large,2
"Magasins, Commerces et Locaux industriels",1,1,48.0,1200.0,Ben arous,Mégrine,25.0,3.0795,medium,small,2
Maisons et Villas,4,1,125.0,552.0,Ben arous,El Mourouj,4.42,2.7427,low,large,2
Appartements,2,1,90.0,460.0,Ben arous,Radès,5.11,2.6637,low,medium,1
Appartements,2,1,107.0,850.0,Ben arous,Boumhel,7.94,2.9299,medium,large,1
Maisons et Villas,3,1,140.0,310.0,Ben arous,Fouchana,2.21,2.4928,low,large,2
Maisons et Villas,4,1,130.0,450.0,Ben arous,El Mourouj,3.46,2.6542,low,large,2
Maisons et Villas,3,1,140.0,280.0,Ben arous,Autres villes,2.0,2.4487,very_low,large,2
Appartements,4,1,90.0,550.0,Ben arous,El Mourouj,6.11,2.7412,low,medium,1
Appartements,3,1,140.0,700.0,Ben arous,Medina Jedida,5.0,2.8457,low,large,1
Appartements,1,1,60.0,350.0,Ben arous,Boumhel,5.83,2.5453,low,medium,1
Appartements,4,1,130.0,500.0,Ben arous,Medina Jedida,3.85,2.6998,low,large,1
Maisons et Villas,4,2,250.0,850.0,Ben arous,Boumhel,3.4,2.9299,medium,extra_large,2
Appartements,4,2,160.0,550.0,Ben arous,El Mourouj,3.44,2.7412,low,large,1
Maisons et Villas,2,1,110.0,480.0,Ben arous,El Mourouj,4.36,2.6821,low,large,2
Maisons et Villas,2,1,100.0,450.0,Ben arous,El Mourouj,4.5,2.6542,low,medium,2
Appartements,3,1,100.0,450.0,Ben arous,El Mourouj,4.5,2.6542,low,medium,1
Maisons et Villas,2,1,100.0,320.0,Ben arous,El Mourouj,3.2,2.5065,low,medium,2
Maisons et Villas,4,2,500.0,700.0,Ben arous,El Mourouj,1.4,2.8457,low,extra_large,2
Bureaux et Plateaux,1,1,70.0,900.0,Ben arous,Hammam Lif,12.86,2.9547,medium,medium,1
Appartements,2,1,80.0,400.0,Ben arous,El Mourouj,5.0,2.6031,low,medium,1
Maisons et Villas,3,1,100.0,400.0,Ben arous,Radès,4.0,2.6031,low,medium,2
Appartements,4,2,140.0,560.0,Ben arous,Radès,4.0,2.749,low,large,1
"Magasins, Commerces et Locaux industriels",2,1,60.0,350.0,Ben arous,Ben arous,5.83,2.5453,low,medium,2
Appartements,1,1,50.0,300.0,Ben arous,Hammam Chott,6.0,2.4786,very_low,small,1
Appartements,1,1,55.0,350.0,Ben arous,Autres villes,6.36,2.5453,low,medium,1
Appartements,2,1,85.0,350.0,Ben arous,El Mourouj,4.12,2.5453,low,medium,1
Appartements,2,1,90.0,400.0,Ben arous,El Mourouj,4.44,2.6031,low,medium,1
Appartements,3,1,120.0,600.0,Ben arous,Boumhel,5.0,2.7789,low,large,1
Appartements,1,1,65.0,1000.0,Ben arous,Ezzahra,15.38,3.0004,medium,medium,1
Appartements,2,1,113.0,900.0,Ben arous,El Mourouj,7.96,2.9547,medium,large,1
Appartements,1,1,52.0,1100.0,Ben arous,Boumhel,21.15,3.0418,medium,medium,1
Appartements,3,1,100.0,550.0,Ben arous,El Mourouj,5.5,2.7412,low,medium,1
Appartements,2,1,110.0,1600.0,Ben arous,Boumhel,14.55,3.2044,high,large,1
Appartements,1,1,75.0,1300.0,Ben arous,Boumhel,17.33,3.1143,medium,medium,1
Maisons et Villas,1,1,80.0,1500.0,Ben arous,Hammam Lif,18.75,3.1764,medium,medium,2
Appartements,4,2,150.0,1250.0,Ben arous,Mégrine,8.33,3.0973,medium,large,1
Maisons et Villas,2,1,100.0,550.0,Ben arous,El Mourouj,5.5,2.7412,low,medium,2
Appartements,4,2,139.0,700.0,Ben arous,Medina Jedida,5.04,2.8457,low,large,1
Locations de vacances,2,1,50.0,300.0,Ben arous,Ezzahra,6.0,2.4786,very_low,small,2
Maisons et Villas,3,1,120.0,500.0,Ben arous,El Mourouj,4.17,2.6998,low,large,2
Appartements,2,1,70.0,450.0,Ben arous,Radès,6.43,2.6542,low,medium,1
Appartements,2,2,97.0,550.0,Ben arous,Mégrine,5.67,2.7412,low,medium,1
Appartements,2,1,100.0,500.0,Ben arous,Ezzahra,5.0,2.6998,low,medium,1
Appartements,2,1,70.0,600.0,Ben arous,El Mourouj,8.57,2.7789,low,medium,1
Colocations,2,1,100.0,150.0,Ben arous,El Mourouj,1.5,2.179,very_low,medium,1
Maisons et Villas,4,1,195.0,1200.0,Ben arous,Mégrine,6.15,3.0795,medium,large,2
Appartements,1,1,50.0,280.0,Bizerte,Bizerte,5.6,2.4487,very_low,small,1
Colocations,2,1,250.0,170.0,Bizerte,Bizerte,0.68,2.233,very_low,extra_large,2
Maisons et Villas,3,1,140.0,850.0,Bizerte,Autres villes,6.07,2.9299,medium,large,2
Maisons et Villas,3,1,120.0,430.0,Bizerte,Bizerte Nord,3.58,2.6345,low,large,2
Maisons et Villas,1,1,70.0,480.0,Bizerte,Autres villes,6.86,2.6821,low,medium,2
Appartements,4,2,140.0,750.0,Bizerte,Autres villes,5.36,2.8756,medium,large,1
Appartements,2,1,60.0,250.0,Bizerte,Bizerte Nord,4.17,2.3997,very_low,medium,1
Bureaux et Plateaux,3,1,120.0,4000.0,Bizerte,Autres villes,33.33,3.6022,high,large,1
Locations de vacances,3,1,150.0,180.0,Bizerte,Autres villes,1.2,2.2577,very_low,large,2
Appartements,3,1,105.0,550.0,Bizerte,Zarzouna,5.24,2.7412,low,large,1
Maisons et Villas,4,1,200.0,70.0,Bizerte,Autres villes,0.35,1.8513,very_low,large,2
Appartements,2,1,122.0,700.0,Bizerte,Bizerte,5.74,2.8457,low,large,1
Maisons et Villas,4,1,100.0,520.0,Bizerte,Bizerte Nord,5.2,2.7168,low,medium,2
Appartements,2,1,100.0,420.0,Bizerte,Bizerte Nord,4.2,2.6243,low,medium,1
Maisons et Villas,4,2,300.0,350.0,Bizerte,Bizerte Nord,1.17,2.5453,low,extra_large,2
"Magasins, Commerces et Locaux industriels",1,1,240.0,700.0,Bizerte,Bizerte,2.92,2.8457,low,extra_large,2
Appartements,2,1,70.0,450.0,Bizerte,Autres villes,6.43,2.6542,low,medium,1
Maisons et Villas,2,1,80.0,450.0,Bizerte,Bizerte Nord,5.62,2.6542,low,medium,2
"Magasins, Commerces et Locaux industriels",1,1,66.0,700.0,Bizerte,Bizerte,10.61,2.8457,low,medium,2
Appartements,4,1,130.0,600.0,Bizerte,Bizerte Nord,4.62,2.7789,low,large,1
Appartements,2,1,100.0,900.0,Bizerte,Bizerte,9.0,2.9547,medium,medium,1
Appartements,3,1,90.0,150.0,Bizerte,Autres villes,1.67,2.179,very_low,medium,1
Appartements,3,1,140.0,460.0,Bizerte,Bizerte,3.29,2.6637,low,large,1
"Magasins, Commerces et Locaux industriels",1,1,80.0,700.0,Bizerte,Bizerte,8.75,2.8457,low,medium,2
Maisons et Villas,6,2,100.0,900.0,Bizerte,Bizerte Nord,9.0,2.9547,medium,medium,2
Appartements,3,1,100.0,720.0,Bizerte,Autres villes,7.2,2.8579,medium,medium,1
Bureaux et Plateaux,4,1,107.0,800.0,Bizerte,Bizerte Nord,7.48,2.9036,medium,large,1
Bureaux et Plateaux,2,1,60.0,450.0,Bizerte,Autres villes,7.5,2.6542,low,medium,1
Appartements,3,1,80.0,400.0,Bizerte,Bizerte Nord,5.0,2.6031,low,medium,1
Maisons et Villas,2,1,80.0,350.0,Bizerte,Bizerte Nord,4.38,2.5453,low,medium,2
Appartements,2,1,60.0,300.0,Bizerte,Bizerte Nord,5.0,2.4786,very_low,medium,1
Appartements,3,1,120.0,220.0,Bizerte,Autres villes,1.83,2.3444,very_low,large,1
Maisons et Villas,4,2,170.0,300.0,Bizerte,Bizerte,1.76,2.4786,very_low,large,2
Bureaux et Plateaux,3,1,77.0,500.0,Bizerte,Bizerte Nord,6.49,2.6998,low,medium,1
Maisons et Villas,3,1,200.0,300.0,Bizerte,Autres villes,1.5,2.4786,very_low,large,2
Maisons et Villas,2,2,200.0,600.0,Bizerte,Bizerte Nord,3.0,2.7789,low,large,2
Maisons et Villas,3,1,80.0,280.0,Bizerte,Autres villes,3.5,2.4487,very_low,medium,2
"Magasins, Commerces et Locaux industriels",2,2,120.0,1800.0,Bizerte,Autres villes,15.0,3.2555,high,large,2
Appartements,3,1,80.0,100.0,Bizerte,Bizerte,1.25,2.0043,very_low,medium,1
Appartements,3,1,80.0,100.0,Bizerte,Bizerte,1.25,2.0043,very_low,medium,1
Appartements,3,1,110.0,350.0,Bizerte,Ras Jebel,3.18,2.5453,low,large,1
Appartements,3,1,112.0,350.0,Bizerte,Autres villes,3.12,2.5453,low,large,1
Appartements,2,1,80.0,320.0,Bizerte,Bizerte,4.0,2.5065,low,medium,1
Maisons et Villas,3,1,300.0,550.0,Bizerte,Bizerte,1.83,2.7412,low,extra_large,2
"Magasins, Commerces et Locaux industriels",1,1,40.0,480.0,Bizerte,Bizerte,12.0,2.6821,low,small,2
"Magasins, Commerces et Locaux industriels",1,1,50.0,2800.0,Bizerte,Bizerte Sud,56.0,3.4473,high,small,2
Maisons et Villas,3,1,300.0,230.0,Bizerte,Bizerte Sud,0.77,2.3636,very_low,extra_large,2
Appartements,2,1,50.0,320.0,Bizerte,Autres villes,6.4,2.5065,low,small,1
Appartements,3,1,105.0,550.0,Bizerte,Zarzouna,5.24,2.7412,low,large,1
Appartements,1,1,60.0,420.0,Bizerte,Autres villes,7.0,2.6243,low,medium,1
Appartements,1,1,60.0,400.0,Bizerte,Bizerte Nord,6.67,2.6031,low,medium,1
Maisons et Villas,3,1,130.0,350.0,Bizerte,Autres villes,2.69,2.5453,low,large,2
Appartements,3,1,100.0,300.0,Bizerte,Bizerte Sud,3.0,2.4786,very_low,medium,1
Appartements,2,1,70.0,300.0,Bizerte,Bizerte Nord,4.29,2.4786,very_low,medium,1
Appartements,2,1,100.0,400.0,Bizerte,Bizerte Nord,4.0,2.6031,low,medium,1
Locations de vacances,2,1,120.0,45.0,Bizerte,Autres villes,0.38,1.6628,very_low,large,2
Maisons et Villas,1,1,80.0,330.0,Bizerte,Bizerte Nord,4.12,2.5198,low,medium,2
Appartements,2,1,60.0,380.0,Bizerte,Bizerte Nord,6.33,2.5809,low,medium,1
Appartements,3,1,87.0,500.0,Bizerte,Bizerte,5.75,2.6998,low,medium,1
Appartements,3,1,60.0,300.0,Bizerte,Ras Jebel,5.0,2.4786,very_low,medium,1
Appartements,3,2,120.0,530.0,Bizerte,Menzel Bourguiba,4.42,2.7251,low,large,1
Appartements,2,1,90.0,500.0,Bizerte,Bizerte Nord,5.56,2.6998,low,medium,1
Appartements,3,1,80.0,100.0,Bizerte,Bizerte,1.25,2.0043,very_low,medium,1
Maisons et Villas,4,1,170.0,550.0,Bizerte,Bizerte,3.24,2.7412,low,large,2
Maisons et Villas,3,1,150.0,300.0,Bizerte,Ras Jebel,2.0,2.4786,very_low,large,2
Appartements,3,1,110.0,350.0,Bizerte,Ras Jebel,3.18,2.5453,low,large,1
"Magasins, Commerces et Locaux industriels",1,0,40.0,850.0,Bizerte,Bizerte Nord,21.25,2.9299,medium,small,2
Maisons et Villas,1,1,70.0,200.0,Bizerte,Zarzouna,2.86,2.3032,very_low,medium,2
Maisons et Villas,2,1,115.0,600.0,Bizerte,Bizerte Nord,5.22,2.7789,low,large,2
Maisons et Villas,3,1,80.0,250.0,Bizerte,Bizerte Sud,3.12,2.3997,very_low,medium,2
Appartements,1,1,80.0,150.0,Bizerte,Bizerte,1.88,2.179,very_low,medium,1
Appartements,2,1,100.0,200.0,Bizerte,Bizerte,2.0,2.3032,very_low,medium,1
Appartements,2,1,402.0,75.0,Bizerte,Bizerte,0.19,1.8808,very_low,extra_large,1
Appartements,3,1,120.0,750.0,Bizerte,Autres villes,6.25,2.8756,medium,large,1
Maisons et Villas,4,1,150.0,580.0,Bizerte,Bizerte,3.87,2.7642,low,large,2
Appartements,1,1,60.0,420.0,Bizerte,Autres villes,7.0,2.6243,low,medium,1
Appartements,3,1,160.0,350.0,Bizerte,Bizerte Nord,2.19,2.5453,low,large,1
Maisons et Villas,4,1,150.0,580.0,Bizerte,Autres villes,3.87,2.7642,low,large,2
Appartements,1,1,60.0,400.0,Bizerte,Autres villes,6.67,2.6031,low,medium,1
Appartements,2,1,80.0,500.0,Bizerte,Bizerte Sud,6.25,2.6998,low,medium,1
Maisons et Villas,4,2,500.0,1500.0,Bizerte,Bizerte Nord,3.0,3.1764,medium,extra_large,2
Maisons et Villas,3,1,90.0,380.0,Bizerte,Bizerte Nord,4.22,2.5809,low,medium,2
Appartements,2,1,80.0,300.0,Bizerte,Bizerte Nord,3.75,2.4786,very_low,medium,1
Appartements,3,1,90.0,450.0,Bizerte,Bizerte Nord,5.0,2.6542,low,medium,1
Maisons et Villas,3,1,100.0,650.0,Bizerte,Autres villes,6.5,2.8136,low,medium,2
Maisons et Villas,5,3,250.0,1200.0,Bizerte,Bizerte Nord,4.8,3.0795,medium,extra_large,2
Appartements,2,1,40.0,60.0,Bizerte,Bizerte Nord,1.5,1.7853,very_low,small,1
Appartements,2,1,70.0,400.0,Bizerte,Bizerte Nord,5.71,2.6031,low,medium,1
Appartements,2,1,100.0,200.0,Bizerte,Bizerte,2.0,2.3032,very_low,medium,1
Appartements,1,1,100.0,150.0,Bizerte,Bizerte,1.5,2.179,very_low,medium,1
Locations de vacances,3,1,350.0,111.0,Bizerte,Bizerte,0.32,2.0492,very_low,extra_large,2
Appartements,3,1,90.0,450.0,Bizerte,Bizerte Nord,5.0,2.6542,low,medium,1
Appartements,3,1,90.0,250.0,Gabès,Gabès,2.78,2.3997,very_low,medium,1
Maisons et Villas,3,1,90.0,250.0,Gabès,Gabès Médina,2.78,2.3997,very_low,medium,2
Locations de vacances,2,1,120.0,80.0,Gabès,Gabès Sud,0.67,1.9085,very_low,large,2
Locations de vacances,2,1,120.0,70.0,Gabès,Gabès Médina,0.58,1.8513,very_low,large,2
Appartements,2,1,130.0,300.0,Gabès,Gabès Médina,2.31,2.4786,very_low,large,1
Appartements,3,1,150.0,350.0,Gabès,Autres villes,2.33,2.5453,low,large,1
Locations de vacances,2,1,90.0,45.0,Gabès,Autres villes,0.5,1.6628,very_low,medium,2
Locations de vacances,3,1,240.0,65.0,Gabès,Autres villes,0.27,1.8195,very_low,extra_large,2
Maisons et Villas,3,1,90.0,200.0,Gabès,Métouia,2.22,2.3032,very_low,medium,2
Appartements,3,1,100.0,250.0,Gabès,Autres villes,2.5,2.3997,very_low,medium,1
Maisons et Villas,3,2,150.0,400.0,Gabès,Gabès Sud,2.67,2.6031,low,large,2
Appartements,2,1,70.0,420.0,Gabès,Gabès,6.0,2.6243,low,medium,1
Maisons et Villas,4,1,200.0,400.0,Gabès,Gabès Sud,2.0,2.6031,low,large,2
Locations de vacances,2,1,100.0,50.0,Gabès,Autres villes,0.5,1.7076,very_low,medium,2
Maisons et Villas,2,1,70.0,300.0,Gabès,Autres villes,4.29,2.4786,very_low,medium,2
Appartements,3,1,110.0,550.0,Gabès,Autres villes,5.0,2.7412,low,large,1
Maisons et Villas,3,2,160.0,500.0,Gabès,Gabès Sud,3.12,2.6998,low,large,2
Appartements,3,2,150.0,600.0,Gabès,Gabès Sud,4.0,2.7789,low,large,1
Appartements,3,1,85.0,300.0,Gabès,Autres villes,3.53,2.4786,very_low,medium,1
Appartements,1,1,90.0,370.0,Gabès,Autres villes,4.11,2.5694,low,medium,1
Locations de vacances,3,1,110.0,45.0,Gabès,Autres villes,0.41,1.6628,very_low,large,2
Appartements,2,1,150.0,70.0,Gabès,Gabès Sud,0.47,1.8513,very_low,large,1
Appartements,2,1,70.0,350.0,Gabès,Autres villes,5.0,2.5453,low,medium,1
Appartements,3,1,160.0,400.0,Gabès,Gabès,2.5,2.6031,low,large,1
Appartements,2,1,70.0,220.0,Gabès,Autres villes,3.14,2.3444,very_low,medium,1
Maisons et Villas,4,2,400.0,550.0,Gabès,Gabès Sud,1.38,2.7412,low,extra_large,2
Appartements,1,1,80.0,600.0,Gabès,Gabès Médina,7.5,2.7789,low,medium,1
Appartements,3,1,115.0,550.0,Gabès,Autres villes,4.78,2.7412,low,large,1
Appartements,2,1,90.0,520.0,Gabès,Gabès Médina,5.78,2.7168,low,medium,1
Appartements,2,1,60.0,250.0,Gabès,Gabès Sud,4.17,2.3997,very_low,medium,1
Appartements,2,1,100.0,350.0,Gabès,Autres villes,3.5,2.5453,low,medium,1
Appartements,2,1,70.0,420.0,Gabès,Gabès,6.0,2.6243,low,medium,1
Maisons et Villas,4,1,70.0,1200.0,Gabès,Gabès,17.14,3.0795,medium,medium,2
Appartements,2,1,80.0,400.0,Gabès,Gabès Sud,5.0,2.6031,low,medium,1
Appartements,3,2,160.0,450.0,Gabès,Autres villes,2.81,2.6542,low,large,1
Maisons et Villas,2,1,100.0,220.0,Gabès,Gabès Médina,2.2,2.3444,very_low,medium,2
Maisons et Villas,2,2,110.0,450.0,Gabès,Autres villes,4.09,2.6542,low,large,2
Appartements,2,1,250.0,75.0,Gabès,Autres villes,0.3,1.8808,very_low,extra_large,1
Appartements,2,1,100.0,480.0,Gabès,Gabès Sud,4.8,2.6821,low,medium,1
Appartements,1,1,30.0,250.0,Gabès,Gabès Sud,8.33,2.3997,very_low,small,1
Maisons et Villas,3,1,200.0,650.0,Gabès,Gabès Sud,3.25,2.8136,low,large,2
Maisons et Villas,3,1,100.0,700.0,Gabès,Gabès Médina,7.0,2.8457,low,medium,2
Maisons et Villas,1,3,300.0,350.0,Gabès,Autres villes,1.17,2.5453,low,extra_large,2
Locations de vacances,3,1,240.0,65.0,Gabès,Autres villes,0.27,1.8195,very_low,extra_large,2
Locations de vacances,3,1,200.0,200.0,Gabès,Mareth,1.0,2.3032,very_low,large,2
Appartements,1,1,40.0,180.0,Gabès,Autres villes,4.5,2.2577,very_low,small,1
Appartements,4,1,150.0,450.0,Gabès,Gabès Médina,3.0,2.6542,low,large,1
Appartements,3,1,90.0,300.0,Gabès,Autres villes,3.33,2.4786,very_low,medium,1
Locations de vacances,2,1,120.0,80.0,Gabès,Gabès Sud,0.67,1.9085,very_low,large,2
Locations de vacances,4,3,250.0,120.0,Gabès,Gabès Sud,0.48,2.0828,very_low,extra_large,2
Maisons et Villas,2,1,120.0,170.0,Gabès,Gabès Sud,1.42,2.233,very_low,large,2
Maisons et Villas,3,1,250.0,400.0,Gabès,Autres villes,1.6,2.6031,low,extra_large,2
Appartements,2,1,100.0,400.0,Gabès,Gabès,4.0,2.6031,low,medium,1
Appartements,3,1,160.0,400.0,Gabès,Gabès,2.5,2.6031,low,large,1
Maisons et Villas,2,1,120.0,330.0,Gabès,Gabès,2.75,2.5198,low,large,2
Appartements,3,1,150.0,50.0,Gabès,Autres villes,0.33,1.7076,very_low,large,1
Maisons et Villas,2,1,70.0,420.0,Gabès,Gabès Ouest,6.0,2.6243,low,medium,2
Appartements,2,1,100.0,600.0,Gabès,Gabès Médina,6.0,2.7789,low,medium,1
Maisons et Villas,2,1,130.0,380.0,Gabès,Gabès Sud,2.92,2.5809,low,large,2
Locations de vacances,2,1,104.0,60.0,Gabès,Gabès Sud,0.58,1.7853,very_low,large,2
Locations de vacances,3,1,77.0,70.0,Gabès,Gabès,0.91,1.8513,very_low,medium,2
Locations de vacances,2,1,52.0,60.0,Gabès,El Hamma,1.15,1.7853,very_low,medium,2
Locations de vacances,1,1,45.0,60.0,Gabès,Gabès,1.33,1.7853,very_low,small,2
Appartements,1,1,45.0,60.0,Gabès,Gabès,1.33,1.7853,very_low,small,1
Appartements,3,1,100.0,300.0,Gabès,Métouia,3.0,2.4786,very_low,medium,1
Appartements,2,1,88.0,70.0,Gabès,Gabès,0.8,1.8513,very_low,medium,1
Locations de vacances,2,1,60.0,70.0,Gabès,Autres villes,1.17,1.8513,very_low,medium,2
Maisons et Villas,2,1,111.0,100.0,Gabès,Gabès Sud,0.9,2.0043,very_low,large,2
Appartements,2,1,125.0,100.0,Gabès,Gabès Sud,0.8,2.0043,very_low,large,1
Maisons et Villas,3,1,77.0,70.0,Gabès,Gabès,0.91,1.8513,very_low,medium,2
Locations de vacances,2,1,99.0,70.0,Gabès,Autres villes,0.71,1.8513,very_low,medium,2
Appartements,2,1,88.0,70.0,Gabès,Autres villes,0.8,1.8513,very_low,medium,1
Locations de vacances,2,1,111.0,70.0,Gabès,Gabès,0.63,1.8513,very_low,large,2
Locations de vacances,3,1,240.0,70.0,Gabès,Autres villes,0.29,1.8513,very_low,extra_large,2
Appartements,2,1,70.0,300.0,Gabès,Gabès Médina,4.29,2.4786,very_low,medium,1
Locations de vacances,2,1,50.0,60.0,Gabès,El Hamma,1.2,1.7853,very_low,small,2
Appartements,2,1,90.0,350.0,Gabès,Autres villes,3.89,2.5453,low,medium,1
Maisons et Villas,4,1,140.0,350.0,Gafsa,Gafsa Sud,2.5,2.5453,low,large,2
Appartements,3,1,110.0,370.0,Gafsa,Gafsa Sud,3.36,2.5694,low,large,1
Appartements,1,1,100.0,150.0,Gafsa,Gafsa Sud,1.5,2.179,very_low,medium,1
Appartements,3,1,110.0,370.0,Gafsa,Gafsa Sud,3.36,2.5694,low,large,1
Appartements,3,1,150.0,380.0,Gafsa,Gafsa Sud,2.53,2.5809,low,large,1
