category,room_count,bathroom_count,size,price,city,region,price_per_m2,log_price,budget_tier,size_tier,cluster
Maisons et Villas,4,1,190.0,770.0,Sousse,Sousse Riadh,4.05,2.8871,medium,large,0
Appartements,1,1,50.0,520.0,Sousse,Sahloul,10.4,2.7168,low,small,3
"Magasins, Commerces et Locaux industriels",1,1,320.0,1000.0,Sousse,Sousse,3.12,3.0004,medium,extra_large,0
Appartements,2,1,100.0,1100.0,Sousse,Autres villes,11.0,3.0418,medium,medium,4
Appartements,2,2,100.0,1300.0,Sousse,Kantaoui,13.0,3.1143,medium,medium,4
Appartements,2,1,100.0,1200.0,Sousse,Kantaoui,12.0,3.0795,medium,medium,4
Maisons et Villas,3,1,450.0,1000.0,Sousse,Kantaoui,2.22,3.0004,medium,extra_large,0
Appartements,2,1,150.0,900.0,Sousse,Hammam Sousse,6.0,2.9547,medium,large,4
Appartements,2,1,100.0,800.0,Sousse,Kantaoui,8.0,2.9036,medium,medium,4
Appartements,3,1,160.0,950.0,Sousse,Sahloul,5.94,2.9782,medium,large,4
Appartements,2,1,100.0,1000.0,Sousse,Kantaoui,10.0,3.0004,medium,medium,4
Appartements,1,1,52.0,450.0,Sousse,Kantaoui,8.65,2.6542,low,medium,3
Appartements,1,1,75.0,900.0,Sousse,Kantaoui,12.0,2.9547,medium,medium,4
Appartements,2,1,100.0,450.0,Sousse,Sousse Jawhara,4.5,2.6542,low,medium,3
Maisons et Villas,2,1,100.0,550.0,Sousse,Sousse Jawhara,5.5,2.7412,low,medium,0
Appartements,1,1,60.0,750.0,Sousse,Autres villes,12.5,2.8756,medium,medium,4
Locations de vacances,1,1,77.0,70.0,Sousse,Kantaoui,0.91,1.8513,very_low,medium,3
Locations de vacances,2,1,102.0,70.0,Sousse,Autres villes,0.69,1.8513,very_low,large,3
Locations de vacances,2,1,95.0,60.0,Sousse,Autres villes,0.63,1.7853,very_low,medium,3
Locations de vacances,1,1,77.0,70.0,Sousse,Kantaoui,0.91,1.8513,very_low,medium,3
Locations de vacances,1,1,71.0,60.0,Sousse,Autres villes,0.85,1.7853,very_low,medium,3
Locations de vacances,2,1,75.0,60.0,Sousse,Autres villes,0.8,1.7853,very_low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,450.0,2000.0,Sousse,Sousse,4.44,3.3012,high,extra_large,0
Appartements,3,1,70.0,500.0,Sousse,Sahloul,7.14,2.6998,low,medium,3
Appartements,2,1,45.0,400.0,Sousse,Autres villes,8.89,2.6031,low,small,3
Appartements,1,1,60.0,550.0,Sousse,Sousse Jawhara,9.17,2.7412,low,medium,3
Appartements,3,2,220.0,820.0,Sousse,Autres villes,3.73,2.9143,medium,extra_large,4
Appartements,3,2,220.0,900.0,Sousse,Sahloul,4.09,2.9547,medium,extra_large,4
Maisons et Villas,4,1,500.0,2100.0,Sousse,Hammam Sousse,4.2,3.3224,high,extra_large,0
Appartements,2,1,90.0,750.0,Sousse,Sahloul,8.33,2.8756,medium,medium,4
Bureaux et Plateaux,1,1,200.0,900.0,Sousse,Hammam Sousse,4.5,2.9547,medium,large,4
Appartements,2,1,100.0,450.0,Sousse,Sahloul,4.5,2.6542,low,medium,3
Locations de vacances,1,1,75.0,60.0,Sousse,Autres villes,0.8,1.7853,very_low,medium,3
Appartements,2,1,80.0,750.0,Sousse,Autres villes,9.38,2.8756,medium,medium,4
Appartements,2,1,95.0,450.0,Sousse,Sousse Jawhara,4.74,2.6542,low,medium,3
Appartements,2,1,100.0,550.0,Sousse,Hammam Sousse,5.5,2.7412,low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,350.0,700.0,Sousse,Autres villes,2.0,2.8457,low,extra_large,0
Appartements,1,1,62.0,750.0,Sousse,Sahloul,12.1,2.8756,medium,medium,4
Appartements,1,1,60.0,600.0,Sousse,Sahloul,10.0,2.7789,low,medium,3
Locations de vacances,2,1,80.0,70.0,Sousse,Kantaoui,0.88,1.8513,very_low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,200.0,500.0,Sousse,Akouda,2.5,2.6998,low,large,0
Appartements,1,1,55.0,200.0,Sousse,Zaouit-Ksibat Thrayett,3.64,2.3032,very_low,medium,3
Appartements,1,1,80.0,700.0,Sousse,Sahloul,8.75,2.8457,low,medium,3
Appartements,2,1,99.0,450.0,Sousse,Sousse Riadh,4.55,2.6542,low,medium,3
Locations de vacances,1,1,80.0,60.0,Sousse,Sousse,0.75,1.7853,very_low,medium,3
Locations de vacances,2,2,120.0,80.0,Sousse,Sousse,0.67,1.9085,very_low,large,3
Locations de vacances,1,1,80.0,60.0,Sousse,Sousse,0.75,1.7853,very_low,medium,3
Appartements,1,1,80.0,750.0,Sousse,Sousse Jawhara,9.38,2.8756,medium,medium,4
Locations de vacances,1,1,40.0,60.0,Sousse,Kantaoui,1.5,1.7853,very_low,small,3
Appartements,2,1,100.0,1250.0,Sousse,Sousse Médina,12.5,3.0973,medium,medium,4
Appartements,1,1,75.0,350.0,Sousse,Autres villes,4.67,2.5453,low,medium,3
Appartements,2,1,100.0,1150.0,Sousse,Sousse Médina,11.5,3.0611,medium,medium,4
Appartements,2,1,110.0,400.0,Sousse,Sahloul,3.64,2.6031,low,large,3
Appartements,2,1,130.0,550.0,Sousse,Hammam Sousse,4.23,2.7412,low,large,3
Appartements,2,1,80.0,750.0,Sousse,Sousse Jawhara,9.38,2.8756,medium,medium,4
Appartements,2,1,130.0,800.0,Sousse,Sahloul,6.15,2.9036,medium,large,4
Locations de vacances,2,1,110.0,60.0,Sousse,Autres villes,0.55,1.7853,very_low,large,3
Appartements,2,1,130.0,650.0,Sousse,Sousse Riadh,5.0,2.8136,low,large,3
Appartements,1,1,76.0,700.0,Sousse,Sahloul,9.21,2.8457,low,medium,3
Appartements,2,1,100.0,1250.0,Sousse,Sousse Médina,12.5,3.0973,medium,medium,4
Appartements,2,1,120.0,1100.0,Sousse,Sousse Riadh,9.17,3.0418,medium,large,4
Bureaux et Plateaux,3,1,70.0,800.0,Sousse,Sousse,11.43,2.9036,medium,medium,4
Maisons et Villas,2,1,120.0,400.0,Sousse,Sahloul,3.33,2.6031,low,large,0
Appartements,3,2,130.0,1300.0,Sousse,Sahloul,10.0,3.1143,medium,large,4
Bureaux et Plateaux,2,1,85.0,850.0,Sousse,Sahloul,10.0,2.9299,medium,medium,4
Appartements,2,1,130.0,750.0,Sousse,Sousse Jawhara,5.77,2.8756,medium,large,4
Appartements,3,1,125.0,1050.0,Sousse,Sousse Jawhara,8.4,3.0216,medium,large,4
Bureaux et Plateaux,5,1,160.0,900.0,Sousse,Sousse Médina,5.62,2.9547,medium,large,4
Appartements,2,1,120.0,1100.0,Sousse,Autres villes,9.17,3.0418,medium,large,4
Appartements,1,1,70.0,750.0,Sousse,Autres villes,10.71,2.8756,medium,medium,4
Appartements,3,1,220.0,600.0,Sousse,Autres villes,2.73,2.7789,low,extra_large,4
Appartements,4,1,270.0,450.0,Sousse,M'saken,1.67,2.6542,low,extra_large,4
Maisons et Villas,3,3,200.0,1400.0,Sousse,Kantaoui,7.0,3.1464,medium,large,0
Appartements,2,1,100.0,800.0,Sousse,Sahloul,8.0,2.9036,medium,medium,4
Appartements,1,1,80.0,1000.0,Sousse,Sousse,12.5,3.0004,medium,medium,4
Appartements,2,1,90.0,700.0,Sousse,Sahloul,7.78,2.8457,low,medium,3
Appartements,2,1,56.0,300.0,Sousse,Sousse Médina,5.36,2.4786,very_low,medium,3
Appartements,1,1,70.0,1111.0,Sousse,Kantaoui,15.87,3.0461,medium,medium,4
Appartements,2,1,90.0,300.0,Sousse,Autres villes,3.33,2.4786,very_low,medium,3
Appartements,2,1,120.0,1100.0,Sousse,Sousse Médina,9.17,3.0418,medium,large,4
Appartements,1,1,70.0,750.0,Sousse,Sousse Médina,10.71,2.8756,medium,medium,4
Locations de vacances,2,2,120.0,150.0,Sousse,Hergla,1.25,2.179,very_low,large,3
Appartements,3,1,170.0,1600.0,Sousse,Hammam Sousse,9.41,3.2044,high,large,4
Appartements,2,1,100.0,800.0,Sousse,Sousse Médina,8.0,2.9036,medium,medium,4
Appartements,2,1,85.0,450.0,Sousse,Sahloul,5.29,2.6542,low,medium,3
Appartements,3,1,120.0,1200.0,Sousse,Hammam Sousse,10.0,3.0795,medium,large,4
Appartements,1,1,70.0,700.0,Sousse,Sousse Jawhara,10.0,2.8457,low,medium,3
Appartements,2,1,140.0,550.0,Sousse,Sousse,3.93,2.7412,low,large,3
Appartements,1,1,70.0,650.0,Sousse,Hammam Sousse,9.29,2.8136,low,medium,3
Appartements,2,1,120.0,1250.0,Sousse,Autres villes,10.42,3.0973,medium,large,4
Appartements,2,1,100.0,450.0,Sousse,Hammam Sousse,4.5,2.6542,low,medium,3
Appartements,3,2,180.0,900.0,Sousse,Hammam Sousse,5.0,2.9547,medium,large,4
Appartements,3,2,149.0,1000.0,Sousse,Sahloul,6.71,3.0004,medium,large,4
Locations de vacances,2,2,120.0,120.0,Sousse,Hammam Sousse,1.0,2.0828,very_low,large,3
Appartements,1,1,80.0,650.0,Sousse,Hammam Sousse,8.12,2.8136,low,medium,3
Maisons et Villas,3,1,300.0,1200.0,Sousse,Hammam Sousse,4.0,3.0795,medium,extra_large,0
Bureaux et Plateaux,1,1,37.0,250.0,Sousse,Akouda,6.76,2.3997,very_low,small,3
Appartements,2,1,100.0,1100.0,Sousse,Autres villes,11.0,3.0418,medium,medium,4
Appartements,2,1,60.0,800.0,Sousse,Sousse Médina,13.33,2.9036,medium,medium,4
Appartements,2,1,100.0,1150.0,Sousse,Sousse Médina,11.5,3.0611,medium,medium,4
Appartements,1,1,70.0,750.0,Sousse,Sousse Médina,10.71,2.8756,medium,medium,4
Appartements,2,1,85.0,800.0,Sousse,Hammam Sousse,9.41,2.9036,medium,medium,4
Appartements,2,1,90.0,800.0,Sousse,Autres villes,8.89,2.9036,medium,medium,4
Appartements,1,1,60.0,1000.0,Sousse,Hammam Sousse,16.67,3.0004,medium,medium,4
Appartements,1,1,50.0,1500.0,Sousse,Akouda,30.0,3.1764,medium,small,4
Appartements,2,1,80.0,550.0,Sousse,Sahloul,6.88,2.7412,low,medium,3
Locations de vacances,1,1,80.0,250.0,Sousse,Sousse Riadh,3.12,2.3997,very_low,medium,3
Appartements,2,1,100.0,500.0,Sousse,Sousse,5.0,2.6998,low,medium,3
Appartements,3,1,125.0,800.0,Sousse,Sahloul,6.4,2.9036,medium,large,4
Appartements,2,1,113.0,1100.0,Sousse,Sousse,9.73,3.0418,medium,large,4
Appartements,2,1,100.0,350.0,Sousse,Sousse Riadh,3.5,2.5453,low,medium,3
Appartements,1,1,75.0,450.0,Sousse,Autres villes,6.0,2.6542,low,medium,3
Appartements,1,1,40.0,650.0,Sousse,Hammam Sousse,16.25,2.8136,low,small,3
Locations de vacances,1,1,80.0,60.0,Sousse,Sousse,0.75,1.7853,very_low,medium,3
Bureaux et Plateaux,2,1,85.0,600.0,Sousse,Sousse,7.06,2.7789,low,medium,3
Appartements,3,1,100.0,600.0,Sousse,Hammam Sousse,6.0,2.7789,low,medium,3
Appartements,3,1,115.0,800.0,Sousse,Hammam Sousse,6.96,2.9036,medium,large,4
Maisons et Villas,5,2,400.0,1300.0,Sousse,Sousse Jawhara,3.25,3.1143,medium,extra_large,0
Appartements,2,1,110.0,800.0,Sousse,Hammam Sousse,7.27,2.9036,medium,large,4
Appartements,2,1,110.0,700.0,Sousse,Hammam Sousse,6.36,2.8457,low,large,3
Locations de vacances,1,1,55.0,80.0,Sousse,Hammam Sousse,1.45,1.9085,very_low,medium,3
Appartements,2,1,110.0,700.0,Sousse,Sahloul,6.36,2.8457,low,large,3
Appartements,1,1,60.0,300.0,Sousse,Kantaoui,5.0,2.4786,very_low,medium,3
Maisons et Villas,4,1,90.0,450.0,Sousse,Sousse Médina,5.0,2.6542,low,medium,0
Appartements,1,1,52.0,700.0,Sousse,Sousse Jawhara,13.46,2.8457,low,medium,3
Appartements,2,2,90.0,600.0,Sousse,Hammam Sousse,6.67,2.7789,low,medium,3
Appartements,2,1,80.0,1000.0,Sousse,Sousse,12.5,3.0004,medium,medium,4
Appartements,1,1,45.0,350.0,Sousse,Sousse Jawhara,7.78,2.5453,low,small,3
"Magasins, Commerces et Locaux industriels",2,1,200.0,600.0,Sousse,Zaouit-Ksibat Thrayett,3.0,2.7789,low,large,0
Appartements,3,2,150.0,700.0,Sousse,Sahloul,4.67,2.8457,low,large,3
Appartements,3,2,140.0,730.0,Sousse,Sahloul,5.21,2.8639,medium,large,4
Maisons et Villas,5,1,150.0,450.0,Sousse,Sousse Riadh,3.0,2.6542,low,large,0
Appartements,3,2,150.0,800.0,Sousse,Sousse Jawhara,5.33,2.9036,medium,large,4
Maisons et Villas,4,1,120.0,240.0,Sousse,Zaouit-Ksibat Thrayett,2.0,2.382,very_low,large,0
Appartements,4,1,120.0,300.0,Sousse,Zaouit-Ksibat Thrayett,2.5,2.4786,very_low,large,3
Appartements,2,1,180.0,620.0,Sousse,Sousse Jawhara,3.44,2.7931,low,large,3
Appartements,2,1,90.0,450.0,Sousse,Autres villes,5.0,2.6542,low,medium,3
Appartements,2,1,150.0,450.0,Sousse,Sousse Jawhara,3.0,2.6542,low,large,3
Maisons et Villas,3,2,250.0,1200.0,Sousse,Hammam Sousse,4.8,3.0795,medium,extra_large,0
Maisons et Villas,3,2,130.0,800.0,Sousse,Sahloul,6.15,2.9036,medium,large,0
Appartements,3,2,120.0,950.0,Sousse,Sahloul,7.92,2.9782,medium,large,4
Maisons et Villas,3,2,200.0,1250.0,Sousse,Sahloul,6.25,3.0973,medium,large,0
Appartements,3,1,150.0,800.0,Sousse,Autres villes,5.33,2.9036,medium,large,4
Appartements,2,1,90.0,500.0,Sousse,Hammam Sousse,5.56,2.6998,low,medium,3
Bureaux et Plateaux,2,1,122.0,750.0,Sousse,Sousse,6.15,2.8756,medium,large,4
Appartements,3,1,120.0,1000.0,Sousse,Sahloul,8.33,3.0004,medium,large,4
Appartements,2,1,120.0,1200.0,Sousse,Hammam Sousse,10.0,3.0795,medium,large,4
Locations de vacances,1,1,80.0,60.0,Sousse,Sousse,0.75,1.7853,very_low,medium,3
Appartements,2,1,70.0,60.0,Sousse,Hergla,0.86,1.7853,very_low,medium,3
Appartements,4,1,140.0,900.0,Sousse,Sahloul,6.43,2.9547,medium,large,4
Appartements,2,1,90.0,1000.0,Sousse,Sousse Jawhara,11.11,3.0004,medium,medium,4
Appartements,1,1,220.0,800.0,Sousse,Sousse,3.64,2.9036,medium,extra_large,4
Locations de vacances,1,1,120.0,60.0,Sousse,Sousse,0.5,1.7853,very_low,large,3
Appartements,1,1,100.0,350.0,Sousse,Hammam Sousse,3.5,2.5453,low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,180.0,800.0,Sousse,Hammam Sousse,4.44,2.9036,medium,large,0
Appartements,2,2,150.0,710.0,Sousse,Sousse,4.73,2.8519,medium,large,4
Appartements,1,1,65.0,70.0,Sousse,Hergla,1.08,1.8513,very_low,medium,3
Appartements,2,1,70.0,60.0,Sousse,Hergla,0.86,1.7853,very_low,medium,3
Appartements,2,1,100.0,390.0,Sousse,Sousse Riadh,3.9,2.5922,low,medium,3
Appartements,3,1,95.0,350.0,Sousse,M'saken,3.68,2.5453,low,medium,3
Maisons et Villas,2,1,120.0,300.0,Sousse,Kalaâ Sghira,2.5,2.4786,very_low,large,0
Locations de vacances,2,2,120.0,80.0,Sousse,Sousse,0.67,1.9085,very_low,large,3
Appartements,2,1,70.0,380.0,Sousse,Autres villes,5.43,2.5809,low,medium,3
Appartements,2,1,80.0,450.0,Sousse,Sousse Riadh,5.62,2.6542,low,medium,3
Appartements,1,1,80.0,450.0,Sousse,Autres villes,5.62,2.6542,low,medium,3
Appartements,2,1,120.0,1000.0,Sousse,Autres villes,8.33,3.0004,medium,large,4
Appartements,1,1,50.0,370.0,Sousse,Sahloul,7.4,2.5694,low,small,3
"Magasins, Commerces et Locaux industriels",1,1,110.0,900.0,Sousse,Sousse Riadh,8.18,2.9547,medium,large,0
Appartements,2,2,200.0,1800.0,Sousse,Kantaoui,9.0,3.2555,high,large,4
Appartements,2,1,120.0,570.0,Sousse,Autres villes,4.75,2.7566,low,large,3
Locations de vacances,3,1,122.0,80.0,Sousse,Sousse Jawhara,0.66,1.9085,very_low,large,3
Appartements,2,1,100.0,770.0,Sousse,Sousse Jawhara,7.7,2.8871,medium,medium,4
Appartements,3,1,120.0,600.0,Sousse,Sousse Médina,5.0,2.7789,low,large,3
Maisons et Villas,6,4,1000.0,2200.0,Sousse,Sousse Jawhara,2.2,3.3426,high,extra_large,0
Appartements,1,1,60.0,1200.0,Sousse,Kantaoui,20.0,3.0795,medium,medium,4
Appartements,2,1,120.0,750.0,Sousse,Hammam Sousse,6.25,2.8756,medium,large,4
Appartements,2,1,120.0,390.0,Sousse,Sousse,3.25,2.5922,low,large,3
Appartements,2,1,100.0,300.0,Sousse,Autres villes,3.0,2.4786,very_low,medium,3
Appartements,2,1,95.0,480.0,Sousse,Sousse Riadh,5.05,2.6821,low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,27.0,350.0,Sousse,Sousse Riadh,12.96,2.5453,low,small,0
Maisons et Villas,5,3,300.0,1400.0,Sousse,Autres villes,4.67,3.1464,medium,extra_large,0
Appartements,2,1,170.0,500.0,Sousse,Sousse Jawhara,2.94,2.6998,low,large,3
Appartements,1,1,40.0,200.0,Sousse,Kalaâ Sghira,5.0,2.3032,very_low,small,3
"Magasins, Commerces et Locaux industriels",3,1,550.0,1600.0,Sousse,Kalaâ Kebira,2.91,3.2044,high,extra_large,0
Locations de vacances,1,1,80.0,60.0,Sousse,Sousse,0.75,1.7853,very_low,medium,3
Appartements,3,1,130.0,900.0,Sousse,Sahloul,6.92,2.9547,medium,large,4
Bureaux et Plateaux,3,1,86.0,1000.0,Sousse,Sousse,11.63,3.0004,medium,medium,4
Appartements,2,1,100.0,850.0,Sousse,Sousse Jawhara,8.5,2.9299,medium,medium,4
Appartements,1,1,70.0,70.0,Sousse,Autres villes,1.0,1.8513,very_low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,220.0,750.0,Sousse,Sousse Jawhara,3.41,2.8756,medium,extra_large,0
Appartements,2,1,80.0,350.0,Sousse,Autres villes,4.38,2.5453,low,medium,3
Maisons et Villas,4,1,100.0,300.0,Sousse,Zaouit-Ksibat Thrayett,3.0,2.4786,very_low,medium,0
Appartements,4,2,160.0,850.0,Sousse,Sahloul,5.31,2.9299,medium,large,4
Appartements,3,1,85.0,550.0,Sousse,Sahloul,6.47,2.7412,low,medium,3
Colocations,3,1,120.0,150.0,Sousse,Autres villes,1.25,2.179,very_low,large,3
Bureaux et Plateaux,1,1,30.0,350.0,Sousse,Sousse,11.67,2.5453,low,small,3
Appartements,2,1,150.0,750.0,Sousse,Hammam Sousse,5.0,2.8756,medium,large,4
Locations de vacances,2,1,90.0,50.0,Sousse,Autres villes,0.56,1.7076,very_low,medium,3
Locations de vacances,1,1,80.0,60.0,Sousse,Sousse,0.75,1.7853,very_low,medium,3
Appartements,2,1,78.0,600.0,Sousse,Sousse,7.69,2.7789,low,medium,3
Locations de vacances,1,1,80.0,60.0,Sousse,Sousse,0.75,1.7853,very_low,medium,3
Bureaux et Plateaux,1,1,55.0,650.0,Sousse,Autres villes,11.82,2.8136,low,medium,3
Appartements,2,1,100.0,600.0,Sousse,Hammam Sousse,6.0,2.7789,low,medium,3
Appartements,1,1,55.0,450.0,Sousse,Hammam Sousse,8.18,2.6542,low,medium,3
Appartements,3,1,80.0,300.0,Sousse,Sousse Riadh,3.75,2.4786,very_low,medium,3
Maisons et Villas,4,2,220.0,800.0,Sousse,Sousse Jawhara,3.64,2.9036,medium,extra_large,0
Appartements,1,1,80.0,70.0,Sousse,Hammam Sousse,0.88,1.8513,very_low,medium,3
Appartements,1,1,60.0,60.0,Sousse,Hammam Sousse,1.0,1.7853,very_low,medium,3
Maisons et Villas,3,1,300.0,1800.0,Sousse,Kantaoui,6.0,3.2555,high,extra_large,0
Appartements,2,1,80.0,550.0,Sousse,Sahloul,6.88,2.7412,low,medium,3
Appartements,1,1,75.0,450.0,Sousse,Hammam Sousse,6.0,2.6542,low,medium,3
Bureaux et Plateaux,2,1,75.0,750.0,Sousse,Sahloul,10.0,2.8756,medium,medium,4
Appartements,2,1,90.0,650.0,Sousse,Sousse,7.22,2.8136,low,medium,3
Appartements,2,1,100.0,750.0,Sousse,Sousse,7.5,2.8756,medium,medium,4
Bureaux et Plateaux,2,1,85.0,600.0,Sousse,Hammam Sousse,7.06,2.7789,low,medium,3
Appartements,3,1,110.0,1200.0,Sousse,Sousse,10.91,3.0795,medium,large,4
Locations de vacances,1,1,40.0,60.0,Sousse,Kantaoui,1.5,1.7853,very_low,small,3
Appartements,2,1,80.0,650.0,Sousse,Autres villes,8.12,2.8136,low,medium,3
Maisons et Villas,4,4,500.0,1700.0,Sousse,Kantaoui,3.4,3.2307,high,extra_large,0
Appartements,2,1,110.0,1100.0,Sousse,Hammam Sousse,10.0,3.0418,medium,large,4
Appartements,2,1,100.0,800.0,Sousse,Sahloul,8.0,2.9036,medium,medium,4
Appartements,1,1,55.0,520.0,Sousse,Kantaoui,9.45,2.7168,low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,35.0,600.0,Sousse,Sahloul,17.14,2.7789,low,small,0
Appartements,1,1,70.0,280.0,Sousse,Sousse Sidi Abdelhamid,4.0,2.4487,very_low,medium,3
Appartements,1,1,60.0,1000.0,Sousse,Hammam Sousse,16.67,3.0004,medium,medium,4
Appartements,3,1,115.0,1000.0,Sousse,Sousse,8.7,3.0004,medium,large,4
Maisons et Villas,3,1,250.0,800.0,Sousse,Sousse Riadh,3.2,2.9036,medium,extra_large,0
Appartements,3,1,130.0,850.0,Sousse,Sahloul,6.54,2.9299,medium,large,4
Maisons et Villas,3,2,200.0,650.0,Sousse,Sousse Jawhara,3.25,2.8136,low,large,0
Appartements,3,2,150.0,700.0,Sousse,Sousse Jawhara,4.67,2.8457,low,large,3
Appartements,2,1,60.0,700.0,Sousse,Autres villes,11.67,2.8457,low,medium,3
Appartements,1,1,60.0,650.0,Sousse,Hammam Sousse,10.83,2.8136,low,medium,3
"Magasins, Commerces et Locaux industriels",1,1,80.0,280.0,Sousse,Akouda,3.5,2.4487,very_low,medium,0
Maisons et Villas,3,2,180.0,850.0,Sousse,Hammam Sousse,4.72,2.9299,medium,large,0
Maisons et Villas,3,2,200.0,1200.0,Sousse,Sahloul,6.0,3.0795,medium,large,0
Appartements,1,1,50.0,180.0,Sousse,Kalaâ Kebira,3.6,2.2577,very_low,small,3
Appartements,2,1,120.0,1000.0,Sousse,Hammam Sousse,8.33,3.0004,medium,large,4
Appartements,2,1,85.0,590.0,Sousse,Hammam Sousse,6.94,2.7716,low,medium,3
Maisons et Villas,2,1,120.0,750.0,Sousse,Hammam Sousse,6.25,2.8756,medium,large,0
Appartements,3,1,135.0,1000.0,Sousse,Sahloul,7.41,3.0004,medium,large,4
Appartements,1,1,65.0,700.0,Sousse,Hammam Sousse,10.77,2.8457,low,medium,3
Appartements,2,1,100.0,620.0,Sousse,Sousse Jawhara,6.2,2.7931,low,medium,3
Appartements,1,1,70.0,70.0,Sousse,Hergla,1.0,1.8513,very_low,medium,3
Appartements,2,1,100.0,500.0,Sousse,Sousse Jawhara,5.0,2.6998,low,medium,3
Appartements,2,1,115.0,850.0,Sousse,Sousse Jawhara,7.39,2.9299,medium,large,4
Maisons et Villas,4,1,500.0,2100.0,Sousse,Hammam Sousse,4.2,3.3224,high,extra_large,0
Appartements,1,1,75.0,700.0,Sousse,Sahloul,9.33,2.8457,low,medium,3
Appartements,2,1,110.0,800.0,Sousse,Hammam Sousse,7.27,2.9036,medium,large,4
Appartements,2,1,130.0,900.0,Sousse,Sahloul,6.92,2.9547,medium,large,4
Appartements,1,1,55.0,400.0,Sousse,Hammam Sousse,7.27,2.6031,low,medium,3
Appartements,2,1,115.0,900.0,Sousse,Sahloul,7.83,2.9547,medium,large,4
Appartements,4,2,145.0,1200.0,Sousse,Sahloul,8.28,3.0795,medium,large,4
Colocations,2,1,90.0,340.0,Sousse,M'saken,3.78,2.5328,low,medium,3
Appartements,2,1,80.0,600.0,Sousse,Sousse Médina,7.5,2.7789,low,medium,3
Appartements,2,1,120.0,750.0,Sousse,Kantaoui,6.25,2.8756,medium,large,4
Appartements,3,1,120.0,290.0,Sousse,Kalaâ Kebira,2.42,2.4639,very_low,large,3
Appartements,2,1,70.0,650.0,Sousse,Kantaoui,9.29,2.8136,low,medium,3
Appartements,2,1,120.0,850.0,Sousse,Sousse Jawhara,7.08,2.9299,medium,large,4
Appartements,2,1,100.0,850.0,Sousse,Hammam Sousse,8.5,2.9299,medium,medium,4
Maisons et Villas,2,1,120.0,300.0,Sousse,Sousse,2.5,2.4786,very_low,large,0
Appartements,1,1,34.0,450.0,Sousse,Hammam Sousse,13.24,2.6542,low,small,3
Appartements,4,2,200.0,800.0,Sousse,Sousse,4.0,2.9036,medium,large,4
Appartements,1,1,60.0,550.0,Sousse,Kantaoui,9.17,2.7412,low,medium,3
Appartements,2,1,110.0,600.0,Sousse,Sahloul,5.45,2.7789,low,large,3
Appartements,1,1,65.0,520.0,Sousse,Sousse,8.0,2.7168,low,medium,3
Appartements,3,2,150.0,1600.0,Sousse,Kantaoui,10.67,3.2044,high,large,4
Appartements,2,1,100.0,600.0,Sousse,Sousse Jawhara,6.0,2.7789,low,medium,3
Appartements,2,1,85.0,700.0,Sousse,Sousse Riadh,8.24,2.8457,low,medium,3
Bureaux et Plateaux,2,1,70.0,500.0,Sousse,Sousse Jawhara,7.14,2.6998,low,medium,3
Bureaux et Plateaux,2,1,70.0,800.0,Sousse,Sousse,11.43,2.9036,medium,medium,4
Bureaux et Plateaux,2,1,85.0,850.0,Sousse,Sahloul,10.0,2.9299,medium,medium,4
Appartements,2,1,160.0,320.0,Sousse,M'saken,2.0,2.5065,low,large,3
"Magasins, Commerces et Locaux industriels",1,1,43.0,1000.0,Sousse,Autres villes,23.26,3.0004,medium,small,0
Appartements,2,1,100.0,500.0,Sousse,Sousse Jawhara,5.0,2.6998,low,medium,3
Appartements,3,1,170.0,800.0,Sousse,Sahloul,4.71,2.9036,medium,large,4
Appartements,1,1,55.0,800.0,Sousse,Hammam Sousse,14.55,2.9036,medium,medium,4
Appartements,2,1,120.0,700.0,Sousse,Sousse Jawhara,5.83,2.8457,low,large,3
Locations de vacances,2,1,60.0,50.0,Sousse,Kantaoui,0.83,1.7076,very_low,medium,3
Appartements,2,1,100.0,450.0,Sousse,Autres villes,4.5,2.6542,low,medium,3
Appartements,3,1,135.0,1000.0,Sousse,Sahloul,7.41,3.0004,medium,large,4
Appartements,1,1,50.0,290.0,Sousse,Sousse Jawhara,5.8,2.4639,very_low,small,3
Appartements,3,1,140.0,1000.0,Sousse,Sahloul,7.14,3.0004,medium,large,4
Maisons et Villas,3,1,200.0,800.0,Sousse,Sousse Médina,4.0,2.9036,medium,large,0
Appartements,3,2,200.0,1000.0,Sousse,Kantaoui,5.0,3.0004,medium,large,4
Appartements,2,1,50.0,300.0,Sousse,Hammam Sousse,6.0,2.4786,very_low,small,3
Appartements,2,2,100.0,1200.0,Sousse,Kantaoui,12.0,3.0795,medium,medium,4
"Magasins, Commerces et Locaux industriels",1,2,300.0,1000.0,Sousse,Akouda,3.33,3.0004,medium,extra_large,0
Maisons et Villas,3,3,410.0,3500.0,Sousse,Akouda,8.54,3.5442,high,extra_large,0
Appartements,2,2,150.0,1500.0,Sousse,Sousse Jawhara,10.0,3.1764,medium,large,4
Appartements,2,1,130.0,850.0,Sousse,Sousse Jawhara,6.54,2.9299,medium,large,4
