category,room_count,bathroom_count,size,price,city,region,price_per_m2,log_price,budget_tier,size_tier
4,0.0,0.25,0.10101010101010101,0.24146649810366622,0,84,0.056049042912548475,0.6896978446942355,2,3
0,0.0,0.25,0.045454545454545456,0.2920353982300885,0,5,0.13561866633304143,0.7304836547385791,2,2
0,0.20000000000000004,0.125,0.0707070707070707,0.2920353982300885,0,41,0.09295633679469535,0.7304836547385791,2,2
5,0.1,0.125,0.05050505050505051,0.0720606826801517,0,117,0.033529338170899536,0.4418892440961124,1,2
0,0.1,0.125,0.02777777777777778,0.011378002528445006,0,5,0.014137370198924056,0.1527276477261008,0,1
0,0.20000000000000004,0.25,0.0707070707070707,0.3324905183312263,0,84,0.1054672838733892,0.758533567082603,2,2
0,0.1,0.125,0.04444444444444444,0.011378002528445006,0,5,0.00950831977980733,0.1527276477261008,0,2
4,0.0,0.125,0.0404040404040404,0.4437420986093552,0,4,0.22432128112098085,0.8212333711457154,3,1
5,0.20000000000000004,0.125,0.055555555555555566,0.2920353982300885,0,66,0.11460027524083573,0.7304836547385791,2,2
0,0.1,0.125,0.024242424242424242,0.16561314791403287,0,4,0.1278618791442512,0.6099309064659173,1,1
0,0.30000000000000004,0.25,0.10606060606060606,0.4437420986093552,0,84,0.09708494933066432,0.8212333711457154,3,3
0,0.1,0.125,0.0404040404040404,0.1125158027812895,0,54,0.060427874390091334,0.5302155305764671,1,1
0,0.20000000000000004,0.25,0.045454545454545456,0.24146649810366622,0,3,0.11284874264981858,0.6896978446942355,2,2
2,0.1,0.125,0.02777777777777778,0.021491782553729452,0,3,0.020768172150631804,0.23435083015365588,0,1
3,0.0,0.125,0.015151515151515152,0.01011378002528445,0,41,0.020392843738270987,0.14009487470351667,0,0
3,0.1,0.125,0.025252525252525252,0.011378002528445006,0,41,0.015263355436006506,0.1527276477261008,0,1
0,0.0,0.125,0.02272727272727273,0.19089759797724398,0,41,0.1531339922432128,0.6397855006703106,2,1
0,0.0,0.125,0.031818181818181815,0.22882427307206066,0,84,0.14237457775553608,0.6782510054656081,2,1
0,0.1,0.25,0.05050505050505051,0.2920353982300885,0,66,0.12423370449143,0.7304836547385791,2,2
0,0.0,0.125,0.015151515151515152,0.06447534766118837,0,11,0.07418991617665456,0.4206455604826236,0,0
0,0.1,0.125,0.045454545454545456,0.2161820480404551,0,4,0.10146378080820717,0.6661338558317005,2,2
1,0.30000000000000004,0.25,0.1919191919191919,0.7471554993678887,0,5,0.09295633679469535,0.9355986387542541,3,3
4,0.0,0.0,0.0404040404040404,0.1529709228824273,0,66,0.08044538971600149,0.5933793956893887,1,1
0,0.20000000000000004,0.125,0.24242424242424243,0.3324905183312263,0,84,0.03315400975853872,0.758533567082603,2,3
5,0.1,0.125,0.09090909090909091,0.021491782553729452,0,5,0.007256349305642438,0.23435083015365588,0,2
0,0.0,0.125,0.0035353535353535356,0.006321112515802781,0,5,0.03152758663830852,0.09719500876559761,0,0
0,0.0,0.125,0.025252525252525252,0.1984829329962073,0,66,0.14750406605780056,0.648035474889141,2,1
0,0.1,0.25,0.05050505050505051,0.013906447534766117,0,41,0.00950831977980733,0.17608538723316491,0,2
0,0.1,0.125,0.0393939393939394,0.12768647281921616,0,117,0.06931064681596397,0.5560482623491803,1,1
0,0.1,0.125,0.020202020202020204,0.08470290771175726,0,11,0.07831852871262354,0.4733938331442715,1,1
0,0.20000000000000004,0.125,0.03282828282828283,0.02654867256637168,0,54,0.02114350056299262,0.26616479323502107,0,1
0,0.1,0.125,0.055555555555555566,0.17825537294563842,0,84,0.07131239834855498,0.625348045787357,2,2
0,0.1,0.125,0.05050505050505051,0.16561314791403287,0,84,0.07206305517327662,0.6099309064659173,1,2
0,0.30000000000000004,0.25,0.045454545454545456,0.1984829329962073,0,5,0.09358188414863004,0.648035474889141,2,2
0,0.20000000000000004,0.25,0.06060606060606061,0.34260429835651074,0,5,0.12423370449143,0.7649788594410643,2,2
5,0.1,0.125,0.055555555555555566,0.1529709228824273,0,54,0.061678969097960716,0.5933793956893887,1,2
